id,title,album,duration,release,label,points,contentLang,singers,music,lyricist,info,image_200,image,image_800,video,gaana_url,saavn_url,wynk_url,hungama_url
11f7f01ea471f714fa72ca8677c648da,Fakira,Student Of The Year 2,288,"Apr 26, 2019",,37,hi,"{'Sanam', 'Neeti Mohan', 'Vishal Shekhar'}",,{'Anvita Dutt'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5971943278.jpg,https://a10.gaanacdn.com/gn_img/albums/w4MKPDOKoj/4MKPjOM4Wo/size_l_1556260843.jpg,https://a10.gaanacdn.com/gn_img/albums/w4MKPDOKoj/4MKPjOM4Wo/size_xl_1556260843.jpg,,https://gaana.com/song/fakira-10,,,https://www.hungama.com/song/fakira/47813147/
22be15761ba399a3983c300ee9725dbc,Tu Mila To Haina,De De Pyaar De,326,"Apr 22, 2019",,13,hi,"{'Samantha Noella', ""Suzanne D'Mello"", 'Arijit Singh', 'Sunayana Das Gupta'}",,{'Kunaal Vermaa'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5970549832.jpg,https://a10.gaanacdn.com/gn_img/song/XYybzNrb2g/ybzomrQ9K2/size_l_1555919544.jpg,https://a10.gaanacdn.com/gn_img/song/XYybzNrb2g/ybzomrQ9K2/size_xl_1555919544.jpg,,https://gaana.com/song/tu-mila-to-haina,,,https://www.hungama.com/song/tu-mila-to-haina/47768862/
64ff25483feb3e143dd1ce9a17cf3f64,Mumbai Dilli Di Kudiyaan,Student Of The Year 2,209,"Apr 18, 2019",,37,hi,"{'Dev Negi', 'Vishal Dadlani', 'Payal Dev', 'Vishal Shekhar'}",,{'Vayu'},,https://content.hungama.com/audio%20track/display%20image/200x200%20jpeg/5971964450.jpg,https://a10.gaanacdn.com/gn_img/song/VdNW0JMKo5/NW0rOD5NKo/size_l_1556092624.jpg,https://a10.gaanacdn.com/gn_img/song/VdNW0JMKo5/NW0rOD5NKo/size_xl_1556092624.jpg,,https://gaana.com/song/mumbai-dilli-di-kudiyaan-1,,,https://www.hungama.com/song/mumbai-dilli-di-kudiyaan/47783779/
fc54986b16fb1f4e27f725e5089a8beb,Udhal Ho,Malaal,,,,9,,,,{'Prashant Ingole'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5995708800.jpg,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5995708800.jpg,,,,,,https://www.hungama.com/song/udhal-ho/48257780/
5bb79f8c1ee0ea301190742943b101b3,Aithey Aa,Bharat,220,"May 09, 2019",,31,hi,"{'Kamaal Khan', 'Neeti Mohan', 'Akasa'}",,{'Irshad Kamil'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5977851165.jpg,https://a10.gaanacdn.com/gn_img/song/10q3ZR1352/q3ZmjoMMK5/size_l_1557317056.jpg,https://a10.gaanacdn.com/gn_img/song/10q3ZR1352/q3ZmjoMMK5/size_xl_1557317056.jpg,,https://gaana.com/song/aithey-aa,,,https://www.hungama.com/song/aithey-aa/47970136/
8e77c5be1f6d4fde5cc4aad1bf4c44cd,Main Bhi Nahi Soya,Student Of The Year 2,,,,6,,,,{'Anvita Dutt'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5971943278.jpg,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5971943278.jpg,,,,,,https://www.hungama.com/song/main-bhi-nahi-soya/47813115/
60e2011315f61ac90cd1f4dd65037c82,Main Wahi Hoon,Main Wahi Hoon,,,,1,,,,{'Karma'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5980048444.jpg,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5980048444.jpg,,,,,,https://www.hungama.com/song/main-wahi-hoon/48005747/
e702be70d4b3d16626242cefc309536f,Dil Royi Jaye,De De Pyaar De,256,"May 14, 2019",,4,hi,{'Arijit Singh'},,{'KUMAAR'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5979852422.jpg,https://a10.gaanacdn.com/gn_img/song/qaLKY623pO/LKY9gmazKp/size_l_1557842238.jpg,https://a10.gaanacdn.com/gn_img/song/qaLKY623pO/LKY9gmazKp/size_xl_1557842238.jpg,,https://gaana.com/song/dil-royi-jaye-1,,,https://www.hungama.com/song/dil-royi-jaye/47998469/
997bd40a040f301525fd698c4f3e626b,Dilbar-Ishare Tere-Tere Te,T-Series Mixtape Season 2,,,,,,,,{'Sameer'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5964182651.jpg,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5964182651.jpg,,,,,,https://www.hungama.com/song/dilbar-ishare-tere-tere-te/47585650/
cc0a8a23734369acb95b030178a99407,Zinda,Bharat,140,"Apr 17, 2019",,20,hi,{'Vishal Dadlani'},,{'Ali Abbas Zafar'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5980755675.jpg,https://a10.gaanacdn.com/gn_img/albums/JD2KJyAbOL/D2KJ7jvO3O/size_l_1558090897.jpg,https://a10.gaanacdn.com/gn_img/albums/JD2KJyAbOL/D2KJ7jvO3O/size_xl_1558090897.jpg,,https://gaana.com/song/zinda-24,,,https://www.hungama.com/song/zinda/48029952/
5046cc6c7ca75f7e440b7ee0555779d0,Speaker Phat Jaaye,Total Dhamaal,,,,,,,,{'Kumaar'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5953544688.jpg,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5953544688.jpg,,,,,,https://www.hungama.com/song/speaker-phat-jaaye/47117366/
09a31cd8e1aa71c6099506fde979a9ed,Mukhda Vekh Ke,De De Pyaar De,170,"May 09, 2019",,,hi,"{'Mika Singh', 'Dhvani Bhanushali'}",,{'Kumaar'},,https://content.hungama.com/audio%20album/display%20image/200x200%20jpeg/5979852422.jpg,https://a10.gaanacdn.com/gn_img/song/zLp36v3rGe/p36Llrp0br/size_l_1557474165.jpg,https://a10.gaanacdn.com/gn_img/song/zLp36v3rGe/p36Llrp0br/size_xl_1557474165.jpg,,https://gaana.com/song/mukhda-vekh-ke,,,https://www.hungama.com/song/mukhda-vekh-ke/48000706/
73126aab3fad1174ae0c771464332e5d,Ishq Ka Raja,Ishq Ka Raja,235,"Feb 01, 2019",,9,hi,"{'Hamsar Hayaat', 'Addy Nagar'}",,,,,https://a10.gaanacdn.com/gn_img/song/Bp1bAynb02/1bADVlD4W0/size_l_1548904237.jpg,https://a10.gaanacdn.com/gn_img/song/Bp1bAynb02/1bADVlD4W0/size_xl_1548904237.jpg,,https://gaana.com/song/ishq-ka-raja,,,
48bac5b6864b31a9b90b6ef4f9da65ce,Jatt Ludhiyane Da,Student Of The Year 2,189,"Apr 26, 2019",,1,hi,"{'Vishal Dadlani', 'Payal Dev', 'Vishal Shekhar'}",,,,,https://a10.gaanacdn.com/gn_img/albums/w4MKPDOKoj/4MKPjOM4Wo/size_l_1556260843.jpg,https://a10.gaanacdn.com/gn_img/albums/w4MKPDOKoj/4MKPjOM4Wo/size_xl_1556260843.jpg,,https://gaana.com/song/jat-ludhiyane-da,,,
72f91fe18efad9fdbf8dc704c6e9dc15,Teri Mitti - Female Version,Kesari,217,"Apr 15, 2019",,,hi,{'Parineeti Chopra'},,,,,https://a10.gaanacdn.com/gn_img/song/koMWQBbqLE/MWQB21BAbq/size_l_1555403817.jpg,https://a10.gaanacdn.com/gn_img/song/koMWQBbqLE/MWQB21BAbq/size_xl_1555403817.jpg,,https://gaana.com/song/teri-mitti-female-version,,,
2660376c9c09e12a049aa47c6eb0fdab,Tujhe Kitna Chahein Aur (Film Version),Kabir Singh,276,"Jun 14, 2019",,,hi,{'Jubin Nautiyal'},,,,,https://a10.gaanacdn.com/gn_img/song/mGjKr1b6zX/jKrmZvAJb6/size_l_1560502375.jpg,https://a10.gaanacdn.com/gn_img/song/mGjKr1b6zX/jKrmZvAJb6/size_xl_1560502375.jpg,,https://gaana.com/song/tujhe-kitna-chahein-aur-film-version,,,
ae72237e33c6d38038048c4e3c28cd63,Pehla Pyaar,Kabir Singh,273,"Jun 14, 2019",,,hi,{'Armaan Malik'},,,,,https://a10.gaanacdn.com/gn_img/song/9MAWe7KyJe/AWeVjnQjby/size_l_1560502331.jpg,https://a10.gaanacdn.com/gn_img/song/9MAWe7KyJe/AWeVjnQjby/size_xl_1560502331.jpg,,https://gaana.com/song/pehla-pyaar-8,,,
d2995750de47b18599bb6a88e4519072,Yeh Aaina,Kabir Singh,311,"Jun 14, 2019",,,hi,{'Shreya Ghoshal'},,,,,https://a10.gaanacdn.com/gn_img/song/XzVWRLKdqR/VWRDpn60Kd/size_l_1560502291.jpg,https://a10.gaanacdn.com/gn_img/song/XzVWRLKdqR/VWRDpn60Kd/size_xl_1560502291.jpg,,https://gaana.com/song/yeh-aaina,,,
c62ec6a2064feba367f54782c965b768,Tu Laung Main Elaachi,Luka Chuppi,171,"Feb 19, 2019",,,hi,{'Tulsi Kumar'},,,,,https://a10.gaanacdn.com/gn_img/song/4Z9bqgo3yQ/9bq9yPJPby/size_l_1550558241.jpg,https://a10.gaanacdn.com/gn_img/song/4Z9bqgo3yQ/9bq9yPJPby/size_xl_1550558241.jpg,,https://gaana.com/song/tu-laung-main-elaachi,,,
27966f53c349007d0a3554b66fd0f1c8,Sab Sahi Hai Bro,Sab Sahi Hai Bro (Inspired By &Quot;Aladdin&Quot;),165,"May 24, 2019",,,hi,{'Badshah'},,,,,https://a10.gaanacdn.com/gn_img/albums/koMWQBbqLE/oMWQ15lXWq/size_m.jpg,https://a10.gaanacdn.com/gn_img/albums/koMWQBbqLE/oMWQ15lXWq/size_m.jpg,,https://gaana.com/song/sab-sahi-hai-bro,,,
a481e481df7cdadfacc71dcaa76cbd83,Belly Ring,Belly Ring,178,"Apr 13, 2019",,,hi,"{'Mika Singh', 'Shaggy'}",,,,,https://a10.gaanacdn.com/gn_img/song/P7m3GNKqxo/m3Ggxaql3q/size_l_1561444540.jpg,https://a10.gaanacdn.com/gn_img/song/P7m3GNKqxo/m3Ggxaql3q/size_xl_1561444540.jpg,,https://gaana.com/song/belly-ring-2,,,
786cbbbe3b089e9c2128d808e75bf0d6,Dil,Dil,249,"May 01, 2019",,,hi,"{'Geet Barua', 'Jackie Foster'}",,,,,https://a10.gaanacdn.com/gn_img/song/oAJbDlbnL8/JbDyvz8xKn/size_l_1561447054.jpg,https://a10.gaanacdn.com/gn_img/song/oAJbDlbnL8/JbDyvz8xKn/size_xl_1561447054.jpg,,https://gaana.com/song/dil-201,,,
aa71ef21d32bd8763dc83fea2fff3579,Tere Do Naina,Naina,230,"May 22, 2019",,,hi,{'Ankit Tiwari'},,,,,https://a10.gaanacdn.com/gn_img/song/lJvKa56KDV/vKa7l8anWD/size_l_1558444896.jpg,https://a10.gaanacdn.com/gn_img/song/lJvKa56KDV/vKa7l8anWD/size_xl_1558444896.jpg,,https://gaana.com/song/tere-do-naina,,,
59936ab71f10c5e1c8816e7795128d2c,Sanu Kehndi,Kesari,168,"Feb 27, 2019",,,hi,"{'Brijesh Shandilya', 'Romy'}",,,,,https://a10.gaanacdn.com/gn_img/song/P7m3GNKqxo/m3GgZme53q/size_l_1551354864.jpg,https://a10.gaanacdn.com/gn_img/song/P7m3GNKqxo/m3GgZme53q/size_xl_1551354864.jpg,,https://gaana.com/song/sanu-kehndi,,,
a3d575a9e95cbd872e343ec0dd49563e,Jee Len De,Romeo Akbar Walter - Raw,277,"Mar 20, 2019",,,hi,{'Mohit Chauhan'},,,,,https://a10.gaanacdn.com/gn_img/song/R7vKX6WmrP/vKXkBORxbm/size_l_1553078238.jpg,https://a10.gaanacdn.com/gn_img/song/R7vKX6WmrP/vKXkBORxbm/size_xl_1553078238.jpg,,https://gaana.com/song/jee-len-de,,,
474c413d347105a82afe6d3006599aaa,Tabaah Ho Gaye,Kalank,342,"Apr 09, 2019",,,hi,{'Shreya Ghoshal'},,,,,https://a10.gaanacdn.com/gn_img/song/dwN398KDPa/N39aDoBX3D/size_l_1554799837.jpg,https://a10.gaanacdn.com/gn_img/song/dwN398KDPa/N39aDoBX3D/size_xl_1554799837.jpg,,https://gaana.com/song/tabaah-ho-gaye,,,
fe55b5760870ccfa31505fc5745a95bb,Vaddi Sharaban,De De Pyaar De,267,"Apr 12, 2019",,,hi,"{'Navraj Hans', 'Sunidhi Chauhan'}",,,,,https://a10.gaanacdn.com/gn_img/song/BZgWoQOK2d/gWoe2adPK2/size_l_1555051935.jpg,https://a10.gaanacdn.com/gn_img/song/BZgWoQOK2d/gWoe2adPK2/size_xl_1555051935.jpg,,https://gaana.com/song/vaddi-sharaban,,,
